order_id,created_date,total_paid_GBP,order_state,total_paid_EUR,product_quantity,sku,name
318172,2017-01-31,7.49,Completed,6.0,1.0,BEL0260, Belkin Home Charger Wall Charger USB Black
318175,2017-01-31,623.96,Completed,536.0,4.0,WDT0183,"Red 4TB WD 35 ""Mac PC hard drive and NAS"
318181,2017-01-31,121.97,Completed,105.0,1.0,LIF0096,LifeProof Fre Waterproof Case iPhone 6 / 6S Black
318181,2017-01-31,121.97,Completed,105.0,1.0,LIF0033,Lifeproof Fre Case iPad Air White
318183,2017-01-31,149.48,Completed,128.0,1.0,CRU0043-2,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1867MHZ
318184,2017-01-31,255.91,Completed,220.0,1.0,OWC0057,Mac OWC Memory 8GB (2x4GB) 667MHz DDR2 FB-DIMM
318184,2017-01-31,255.91,Completed,220.0,1.0,NTE0013,"AdaptaDrive NewerTech adapter 2.5 ""to 3.5"" SATA"
318184,2017-01-31,255.91,Completed,220.0,1.0,SAM0115,Samsung EVO SSD 750 500 GB
318186,2017-01-31,124.78,Completed,107.0,1.0,SEA0106,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3"
318198,2017-01-31,29.63,Completed,25.0,1.0,JBL0098,Bluetooth Speaker JBL GO Rosa
318202,2017-01-31,173.23,Completed,149.0,1.0,WIT0031,Withings Body Scale Cardio Bluetooth White
318206,2017-01-31,153.98,Completed,132.0,1.0,LAC0212,LaCie Porsche Design Desktop Drive 4TB USB 3.0 External Hard Drive
318210,2017-01-31,18.99,Completed,16.0,1.0,SEV0028,Budget Request repair Apple MacBook Pro
318217,2017-01-31,427.49,Completed,367.0,1.0,SAM0071,Samsung 1TB SSD 850 PRO
318221,2017-01-31,245.08,Completed,210.0,2.0,SEA0053,"4TB Seagate Barracuda 35 ""SATA 5900rpm hard drive Mac and PC"
318222,2017-01-31,1845.99,Completed,1584.0,1.0,APP1617,"Apple MacBook Retina 12 ""Core M7 13GHz | 8GB RAM | 512GB Space Gray"
318225,2017-01-31,2517.99,Completed,2161.0,1.0,APP1816,"Apple MacBook Pro 15 ""Core i7 Touch Bar 26GHz | RAM 16GB | 256GB PCIe SSD | 450 2GB Radeon Pro Space Gray"
318227,2017-01-31,1742.99,Completed,1496.0,1.0,WAC0138,Wacom Cintiq 22HD Touch
318231,2017-01-31,25.16,Completed,22.0,1.0,LEX0026,Lexar JumpDrive Lightning USB 3.0 M20i Pendrive 16GB
318237,2017-01-31,13.98,Completed,12.0,1.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
318238,2017-01-31,3768.99,Completed,3235.0,1.0,APP1876,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29GHz | 16GB RAM | 1TB PCIe SSD | 460 4GB Radeon Pro Space Gray"
318246,2017-01-31,24.93,Completed,21.0,1.0,SPE0169,Speck CandyShell iPhone 6 / 6S Plus Transparent
318249,2017-01-31,440.98,Completed,379.0,1.0,QNA0177,QNAP TS-251A 2GB RAM NAS
318249,2017-01-31,440.98,Completed,379.0,1.0,WDT0183,"Red 4TB WD 35 ""Mac PC hard drive and NAS"
318250,2017-01-31,35.48,Completed,30.0,1.0,HTE0007,Hyper Pearl 3000mAh USB Battery mirror and Rosa
318270,2017-01-31,437.56,Completed,376.0,1.0,WDT0319,Western Digital My Book Duo 8TB USB 3.0
318270,2017-01-31,437.56,Completed,376.0,1.0,LEX0039,Lexar JumpDrive USB 3.0 128GB P20 Pendrive
318270,2017-01-31,437.56,Completed,376.0,2.0,LEX0037,Lexar JumpDrive USB 3.0 32GB Flash Drive P20
318274,2017-01-31,26.98,Completed,23.0,1.0,BEL0172,Belkin Slim-Fit Armband Plus iPhone 6 / 6S Rosa
318284,2017-01-31,706.77,Completed,607.0,3.0,WDT0249,"WD Red 6TB 35 ""Mac PC hard drive and NAS"
318289,2017-01-31,162.99,Completed,140.0,1.0,LGE0036,"25UM58-P Monitor LG 25 ""widescreen IPS UHD Ultra"
318290,2017-01-31,249.0,Completed,214.0,1.0,BNQ0038,"LED Monitor Benq 238 BL2420PT """
318291,2017-01-31,65.88,Completed,57.0,1.0,FCM0013,FCM Mac Memory 8GB DDR3 1333MHz SO-DIMM
318294,2017-01-31,38.23,Completed,33.0,1.0,FCM0022,FCM Mac Memory 4GB DDR3 1333MHz SO-DIMM
318302,2017-01-31,372.73,Completed,320.0,1.0,SYN0128,Synology DS416 NAS server Mac and PC
318305,2017-01-31,402.7,Completed,346.0,1.0,OWC0079,OWC Mercury PCI Express SSD 480GB Accelsior_E2
318306,2017-01-31,73.33,Completed,63.0,1.0,SEA0039,"Seagate Barracuda 2TB 35 ""SATA hard drive Mac and PC"
318308,2017-01-31,260.99,Completed,224.0,1.0,CRU0053,Disk 1TB SSD Crucial MX300
318316,2017-01-31,368.74,Completed,317.0,1.0,QNA0149,QNAP HS-251 + NAS Server Mac and PC
318316,2017-01-31,368.74,Completed,317.0,1.0,QNA0166,QNAP RM-IR002 IR remote control
318321,2017-01-31,23.97,Completed,21.0,1.0,LOG0078-A,Open - Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black
318326,2017-01-31,88.58,Completed,76.0,1.0,CRU0017-2,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1333MHz
318327,2017-01-31,255.72,Completed,219.0,1.0,OWC0024,OWC Mount Adapter 25-35 Pro Mac Pro (2009-2012)
318327,2017-01-31,255.72,Completed,219.0,1.0,CRU0052,Crucial MX300 750GB SSD Disk
318327,2017-01-31,255.72,Completed,219.0,1.0,BEL0283,Belkin Sport Armband Pro-Fit Bracelet Black iPhone 7
318328,2017-01-31,161.73,Completed,139.0,1.0,SAM0074,Samsung 850 EVO SSD Disk 500GB
318332,2017-01-31,401.2,Completed,344.0,1.0,OWC0100,OWC In-line Digital Temperature Sensor Kit HDD iMac 2011
318332,2017-01-31,401.2,Completed,344.0,4.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
318332,2017-01-31,401.2,Completed,344.0,1.0,OWC0097-A,Open - OWC Thunderbolt Cable 1m Black
318332,2017-01-31,401.2,Completed,344.0,1.0,PAC0771,"Samsung SSD 850 expansion kit EVO 500GB iMac 27 ""2011"
318332,2017-01-31,401.2,Completed,344.0,2.0,SAN0162,Sandisk Extreme Memory Card 64GB SDXC UHS-I v30 90MB / s 40MB / s
318332,2017-01-31,401.2,Completed,344.0,1.0,WAC0055,Wacom Intuos Professional Accessory Kit
318332,2017-01-31,401.2,Completed,344.0,1.0,STA0032,Startech Gigabit Ethernet Cable Cat. 6 2m Gray
318343,2017-01-31,455.98,Completed,391.0,2.0,GTE0077,G-Technology G-DRIVE 2TB SATA EV220 3 USB 3.0
318344,2017-01-31,272.98,Completed,234.0,1.0,PAC1548,Crucial SSD expansion kit MX300 275GB + 16GB 1333MHz RAM + Datadoubler for MacBook Pro 2011
318345,2017-01-31,3959.1,Completed,3398.0,1.0,LAC0217,6big LaCie Hard Drive 36TB RAID Thunderbolt 3 USB-C
318347,2017-01-31,139.24,Completed,120.0,1.0,APP0662,IMac AppleCare Protection Plan
318349,2017-01-31,112.03,Completed,96.0,1.0,WDT0141,"WD Red 3TB 35 ""Mac PC hard drive and NAS"
318351,2017-01-31,213.18,Completed,183.0,1.0,CRU0050,Crucial MX300 275GB SSD Disk
318351,2017-01-31,213.18,Completed,183.0,1.0,SAN0120,Sandisk Extreme Pro SDHC UHS-I 32GB U3 V30 95MB / s-90MB / s
318351,2017-01-31,213.18,Completed,183.0,2.0,CRU0015-A,Open - Memory Crucial 8GB Mac DDR3 1600MHZ SO-DIMM
318353,2017-01-31,120.89,Completed,104.0,1.0,HGD0022,"Henge Docks Docking Station Support MacBook Pro Retina 13 """
318354,2017-01-31,3603.99,Completed,3093.0,1.0,APP1818,"Apple MacBook Pro 15 ""Core i7 Touch Bar 27GHz | RAM 16GB | 512GB PCIe SSD | 455 2GB Radeon Pro Space Gray"
318354,2017-01-31,3603.99,Completed,3093.0,2.0,APP1215,Spanish Keyboard Keyboard Magic Apple Mac
318354,2017-01-31,3603.99,Completed,3093.0,2.0,APP1214,Apple Magic Mouse 2
318354,2017-01-31,3603.99,Completed,3093.0,1.0,APP1043,Apple USB-C Multiport Digital AV Adapter
318354,2017-01-31,3603.99,Completed,3093.0,1.0,TRA0038,"Transcend JetDrive Lite 360 ​​256GB Macbook Pro Retina 15 """
318355,2017-01-31,127.48,Completed,109.0,1.0,LMP0023,"LMP battery MacBook Pro 17 ""Unibody Early / Mid 2009 Mid 2010"
318356,2017-01-31,367.25,Completed,315.0,1.0,OWC0181-4,Mac OWC Memory 32GB (4x8GB) 1066MHz DDR3 DIMM
318356,2017-01-31,367.25,Completed,315.0,1.0,OWC0024,OWC Mount Adapter 25-35 Pro Mac Pro (2009-2012)
318356,2017-01-31,367.25,Completed,315.0,1.0,SAM0074,Samsung 850 EVO SSD Disk 500GB
318356,2017-01-31,367.25,Completed,315.0,1.0,OWC0040,"OWC Mercury On-The-Go Pro Mini transparent box 25 ""USB3 / USB2"
318363,2017-01-31,31.97,Completed,27.0,1.0,LEX0026,Lexar JumpDrive Lightning USB 3.0 M20i Pendrive 16GB
318363,2017-01-31,31.97,Completed,27.0,1.0,KAN0052,Kanex Lightning to USB Cable White 12m
318367,2017-01-31,18.98,Completed,16.0,1.0,APP0927,EarPods Apple Headphones with Remote and Mic (OEM)
318368,2017-01-31,70.53,Completed,61.0,1.0,FCM0016-2,Mac memory FCM 8GB (2x4GB) SO-DIMM DDR3 1333MHz
318370,2017-01-31,322.23,Completed,277.0,1.0,WAC0221,Education - Wacom Intuos Pro M South Graphics Tablet
318373,2017-01-31,67.98,Completed,58.0,1.0,IFX0052,"iFixit Cable Bracket hard drive without MacBook Pro 13 ""(Model A1278 Mid 2012)"
318373,2017-01-31,67.98,Completed,58.0,1.0,OTR0045,External Slim Case for SuperDrive MacBook / MacBook Pro
318377,2017-01-31,43.41,Completed,37.0,1.0,IFX0022,Battery Kit complete iFixit iPhone 5 battery change
318377,2017-01-31,43.41,Completed,37.0,1.0,ZAG0022,Zagg invisibleSHIELD Screen Protector Apple Watch 42mm
318377,2017-01-31,43.41,Completed,37.0,1.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
318378,2017-01-31,367.02,Completed,315.0,1.0,SYN0127,
318378,2017-01-31,367.02,Completed,315.0,1.0,WDT0141,"WD Red 3TB 35 ""Mac PC hard drive and NAS"
318388,2017-01-31,18.98,Completed,16.0,1.0,APP0927,EarPods Apple Headphones with Remote and Mic (OEM)
318392,2017-01-31,519.37,Completed,446.0,2.0,SEA0109,Seagate 3TB HDD IronWolf SATA NAS 3
318392,2017-01-31,519.37,Completed,446.0,1.0,QNA0177,QNAP TS-251A 2GB RAM NAS
318406,2017-01-31,73.52,Completed,63.0,1.0,OWC0013,OWC Kit of 5 tools for Mac and PC
318406,2017-01-31,73.52,Completed,63.0,1.0,FCM0016-2,Mac memory FCM 8GB (2x4GB) SO-DIMM DDR3 1333MHz
318407,2017-01-31,22.97,Completed,20.0,1.0,LOG0078-A,Open - Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black
318408,2017-01-31,35.48,Completed,30.0,1.0,OWC0040,"OWC Mercury On-The-Go Pro Mini transparent box 25 ""USB3 / USB2"
318410,2017-01-31,82.82,Completed,71.0,1.0,SAT0019,"Satechi External Case 25 ""Aluminum HDD and SSD USB-C Gray Space"
318410,2017-01-31,82.82,Completed,71.0,1.0,SAN0157,SanDisk Ultra Fit 128GB USB 3.0 Flash Drive
318410,2017-01-31,82.82,Completed,71.0,1.0,APP1045,Apple USB-C to USB
318416,2017-01-31,83.98,Completed,72.0,1.0,WAC0174,Education - Wacom Intuos Photo Creative Pen & Touch S Black
318419,2017-01-31,53.98,Completed,46.0,1.0,ELG0039,Elgato Eve Energy Power and Power Wireless Sensor
318433,2017-01-31,57.23,Completed,49.0,1.0,GRT0423,"Griffin Survivor All-Terrain resistant Case iPad Air 2 iPad Pro 97 ""White / Mint"
318436,2017-01-31,284.26,Completed,244.0,3.0,SEA0108,Seagate 2TB NAS Hard Drive IronWolf SATA 3
318437,2017-01-31,23.98,Completed,21.0,1.0,LEX0026,Lexar JumpDrive Lightning USB 3.0 M20i Pendrive 16GB
318447,2017-01-31,192.08,Completed,165.0,1.0,PAC0550,Samsung SSD 850 expansion kit PRO 256GB + Datadoubler for MacBook and MacBook Pro from 2008 to 2012
318461,2017-01-31,344.23,Completed,295.0,1.0,PAC0784,Samsung SSD 850 expansion kit EVO 500GB + 16GB 1600Mhz RAM + Datadoubler for MacBook Pro 2012
318467,2017-01-31,3010.99,Completed,2584.0,1.0,PAC1035,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion"
318478,2017-01-31,68.38,Completed,59.0,1.0,OWC0159,Mac OWC Memory 8GB 1867MHZ DDR3 SO-DIMM
318479,2017-01-31,72.47,Completed,62.0,1.0,SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold
318479,2017-01-31,72.47,Completed,62.0,1.0,TRK0010,Bravo Locator Azul Trackr
318480,2017-01-31,629.0,Completed,540.0,1.0,APP1662,Apple iPhone 6s 32GB Space Gray
318481,2017-01-31,108.48,Completed,93.0,1.0,OWC0015,"OWC Aura expansion kit 6G SSD 120GB MacBook Air 11 ""and 13"" 2010 to 2011"
318482,2017-01-31,485.99,Completed,417.0,1.0,DLL0027,"Dell P2415Q 238 ""4K IPS miniDP DP DP HDMI (MHL)"
318484,2017-01-31,92.47,Completed,79.0,2.0,JBL0123,JBL T450 Bluetooth BT Headset White
318485,2017-01-31,41.98,Completed,36.0,1.0,THU0043,"Thule Stróvan Sleeve Case MacBook 13 ""(Air Pro Retina) Gray"
318487,2017-01-31,60.98,Completed,52.0,1.0,APP1020,IPad AppleCare Protection Plan
318490,2017-01-31,80.56,Completed,69.0,1.0,APP1190,IPhone AppleCare Protection Plan
318490,2017-01-31,80.56,Completed,69.0,2.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
318490,2017-01-31,80.56,Completed,69.0,1.0,ADN0019,Adonit Jot Pro Disc Replacement Flip mini and Touch Size S
318494,2017-01-31,268.98,Completed,231.0,1.0,APP0666,AppleCare Protection MacBook Pro 15
318498,2017-01-31,151.23,Completed,130.0,1.0,OWC0068-2,Mac OWC memory 16GB (2x8GB) SO-DIMM DDR3 1066MHZ
318507,2017-01-31,44.88,Completed,39.0,1.0,GRT0450,Griffin Survivor iPhone Case Summit 8 Plus / 7 Black Plus
318510,2017-01-31,87.33,Completed,75.0,1.0,BOS0023,Bose Companion 2 Series III Desktop Speakers
318513,2017-01-31,737.99,Completed,633.0,1.0,APP0900,Apple Mac mini Core i5 26GHz | 8GB RAM | 1TB HDD
318519,2017-01-31,165.48,Completed,142.0,1.0,WAC0191,Education - Wacom Intuos Comic M Black
318522,2017-01-31,71.96,Completed,62.0,1.0,APP1190,IPhone AppleCare Protection Plan
318522,2017-01-31,71.96,Completed,62.0,2.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
318525,2017-01-31,525.34,Completed,451.0,1.0,PAC1230,Pack QNAP TS-251 + | 2GB RAM | WD 6TB Network
318526,2017-01-31,17.98,Completed,15.0,1.0,PIE0009,Internal Battery for iPhone 4S
318529,2017-01-31,76.23,Completed,65.0,1.0,OWC0043,Mac OWC Memory 8GB 1333MHZ DDR3 SO-DIMM
318531,2017-01-31,63.98,Completed,55.0,1.0,TPL0017,TP-Link RE450 coverage Extender - repeater Wi-Fi AC1750
318532,2017-01-31,276.78,Completed,238.0,1.0,LAC0171,LaCie Porsche Design Desktop Drive 8TB USB 3.0 External Hard Drive
318539,2017-01-31,98.69,Completed,85.0,1.0,PHI0067,Philips HUE LightStrips Plus LEDs Strip 2m
318539,2017-01-31,98.69,Completed,85.0,1.0,PHI0062,Philips Hue Dimmer light dimmer switch White
318542,2017-01-31,90.24,Completed,77.0,1.0,BEL0270,PowerHouse Base Load Belkin Apple Watch and iPhone White
318546,2017-01-31,23.98,Completed,21.0,1.0,LEX0026,Lexar JumpDrive Lightning USB 3.0 M20i Pendrive 16GB
268659,2017-01-20,279.99,Completed,242.0,1.0,APP0608,
303388,2017-01-20,3235.99,Completed,2800.0,1.0,PAC1057,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion | R9 M395X 4GB"
309054,2017-01-20,163.97,Completed,142.0,1.0,APP0702,"60W MagSafe charger Apple MacBook and MacBook Pro 13 ""(OEM)"
309054,2017-01-20,163.97,Completed,142.0,1.0,IFX0055,"iFixit battery Macbook Pro 13 ""OEM (Mid 2009 / Mid 2010 / Early 2011 / Late 2011 / Mid 2012)"
309239,2017-01-20,56.98,Completed,49.0,1.0,APP1190,IPhone AppleCare Protection Plan
310611,2017-01-20,420.96,Completed,364.0,1.0,CRU0021,Crucial Mac Memory 8GB 1600MHZ DDR3 SO-DIMM
310611,2017-01-20,420.96,Completed,364.0,1.0,LOG0107,Logitech M187 Wireless Mouse White
310611,2017-01-20,420.96,Completed,364.0,1.0,APP0023,Apple Mac Keyboard Keypad Spanish
310611,2017-01-20,420.96,Completed,364.0,1.0,DLL0034,"Monitor Dell S2316H 23 ""FHD HDMI VGA"
310611,2017-01-20,420.96,Completed,364.0,1.0,PAC1888,Crucial MX300 275GB SSD expansion kit for Mac mini 2011 to 2012
310728,2017-01-20,36.98,Completed,32.0,1.0,SAT0013,Satechi Support Macbook Aluminum Gray Space
311047,2017-01-20,125.98,Completed,109.0,1.0,CRU0026-2,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1333MHz
311064,2017-01-20,164.97,Completed,143.0,1.0,APP0702,"60W MagSafe charger Apple MacBook and MacBook Pro 13 ""(OEM)"
311064,2017-01-20,164.97,Completed,143.0,1.0,IFX0055,"iFixit battery Macbook Pro 13 ""OEM (Mid 2009 / Mid 2010 / Early 2011 / Late 2011 / Mid 2012)"
311175,2017-01-20,340.96,Completed,295.0,1.0,FCM0020-2,Mac memory FCM 16GB (2x8GB) SO-DIMM DDR3 1600MHz
311175,2017-01-20,340.96,Completed,295.0,1.0,SAM0115,Samsung EVO SSD 750 500 GB
311175,2017-01-20,340.96,Completed,295.0,1.0,APP0702,"60W MagSafe charger Apple MacBook and MacBook Pro 13 ""(OEM)"
311305,2017-01-20,89.95,Completed,78.0,1.0,BEL0192,MIXIT Belkin Car Charger Premium Dark Gray
311305,2017-01-20,89.95,Completed,78.0,1.0,PAC1398,Metallic Belkin USB Charger Pack + USB Cable 24A Lightning Dark Gray
311305,2017-01-20,89.95,Completed,78.0,1.0,XOO0010,"Xoopar Boy Mini Speaker 3 ""Bluetooth Orange"
311305,2017-01-20,89.95,Completed,78.0,1.0,SAN0098,SanDisk Connect Wireless Flash Drive 32GB Wireless Black / Gold
311840,2017-01-20,185.97,Completed,161.0,1.0,CRU0032,Crucial Mac Memory 8GB DDR3 1333MHz SO-DIMM
311840,2017-01-20,185.97,Completed,161.0,1.0,CRU0026-2,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1333MHz
312015,2017-01-20,469.0,Completed,406.0,1.0,APP1735,Apple Watch 42mm Aluminum Case Series 2 Space Gray and Black Belt Sport
312097,2017-01-20,2216.99,Completed,1918.0,1.0,PAC0621,Pack Synology DS1515 + | WD 30TB Network
312097,2017-01-20,2216.99,Completed,1918.0,2.0,NTE0062,"NewerTech NuPower Battery 65W MacBook Pro 13 ""2009/2012 (not retina)"
312146,2017-01-20,170.98,Completed,148.0,1.0,OWC0179,OWC USB-C Dock USB 3.1 / HDMI / Audio / GigaEthernet Gray
312187,2017-01-20,50.98,Completed,44.0,1.0,IFX0044,"iFixit hard drive bracket Cable MacBook Pro 13 ""2012"
312189,2017-01-20,254.97,Completed,221.0,1.0,KIN0151-2,Mac memory Kingston 8GB (2x4GB) SO-DIMM DDR3 1600Mhz
312189,2017-01-20,254.97,Completed,221.0,1.0,OWC0013,OWC Kit of 5 tools for Mac and PC
312189,2017-01-20,254.97,Completed,221.0,1.0,SAM0074,Samsung 850 EVO SSD Disk 500GB
312218,2017-01-20,73.98,Completed,64.0,1.0,THU0025,"21Mochila Thule Crossover MacBook Pro 15 ""Black"
312281,2017-01-20,34.98,Completed,30.0,1.0,GRT0411,Griffin Survivor Summit Resistant Case iPhone 6 / 6S Plus Black
312287,2017-01-20,90.97,Completed,79.0,2.0,SAN0172,Sandisk Extreme Pro Memory Card UHS-I l microSDXC 64GB - 95MB / s-90MB / s
312290,2017-01-20,82.99,Completed,72.0,1.0,APP1529,"Apple iPad Silicone Case Pro 97 ""Midnight Blue"
312298,2017-01-20,45.98,Completed,40.0,1.0,APP1778,Apple Leather Case iPhone Case Black
312309,2017-01-20,89.98,Completed,78.0,1.0,OWC0190,25 or OWC Dual Dock Station USB 3.1 HDD 35
312309,2017-01-20,89.98,Completed,78.0,1.0,NTE0111,"NewerTech antistatic StoraDrive Disc Box 35 """
312311,2017-01-20,125.99,Completed,109.0,1.0,DLK0094,D-Link DCS 855L EyeOn baby monitors HD camera 360 degrees Wi-Fi
312312,2017-01-20,158.98,Completed,138.0,1.0,GTE0047,G-Technology G-Drive 3TB Hard Drive USB 3.0 3TB
312314,2017-01-20,166.98,Completed,144.0,1.0,NEA0009,Netatmo home thermostat for iPhone and iPad
312315,2017-01-20,54.98,Completed,48.0,1.0,BEL0176,Belkin WeMO Insight Power Control Switch
312317,2017-01-20,31.98,Completed,28.0,1.0,SAN0148,Pendrive 64GB SanDisk Ultra Dual USB-C / USB
312325,2017-01-20,244.97,Completed,212.0,2.0,CRU0026-2,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1333MHz
312328,2017-01-20,58.98,Completed,51.0,1.0,APP0702,"60W MagSafe charger Apple MacBook and MacBook Pro 13 ""(OEM)"
312331,2017-01-20,148.98,Completed,129.0,1.0,NEA0007,Urban Netatmo weather station
312332,2017-01-20,58.98,Completed,51.0,1.0,KAN0026,Kanex Thunderbolt Cable 3m
312338,2017-01-20,44.64,Completed,39.0,1.0,STA0050,Startech USB-C Gigabit Ethernet Adapter Silver
312359,2017-01-20,236.58,Completed,205.0,4.0,BEL0219,USB-C Belkin Micro USB 3.1 B 09m
312359,2017-01-20,236.58,Completed,205.0,1.0,APP1920,Apple USB Power Adapter 61 W-C
312359,2017-01-20,236.58,Completed,205.0,2.0,STA0060,Startech USB-C Gigabit Ethernet Adapter White
312360,2017-01-20,21.98,Completed,19.0,1.0,TUC0267,Case Filo Tucano iPhone 5 / 5S / SE Blue
312363,2017-01-20,145.86,Completed,126.0,2.0,SAN0098,SanDisk Connect Wireless Flash Drive 32GB Wireless Black / Gold
312363,2017-01-20,145.86,Completed,126.0,10.0,SAN0158,SanDisk Cruzer Dial Flash Drive 16GB USB 2.0
312363,2017-01-20,145.86,Completed,126.0,1.0,JBL0104,Gray Bluetooth Speaker JBL GO
312368,2017-01-20,101.88,Completed,88.0,1.0,APP1920,Apple USB Power Adapter 61 W-C
312368,2017-01-20,101.88,Completed,88.0,1.0,GRT0425,Griffin Magnetic BreakSafe-C USB charging cable 18m
312373,2017-01-20,57.97,Completed,50.0,1.0,DLK0114,D-Link DUB-1312 Gigabit Ethernet Adapter
312373,2017-01-20,57.97,Completed,50.0,1.0,LOG0224,Logitech M220 Wireless Mouse Silent Black
312377,2017-01-20,23.98,Completed,21.0,1.0,MOS0105,Moshi Clearguard CS Keyboard Protector
312378,2017-01-20,75.98,Completed,66.0,1.0,FCM0003-2,Mac memory FCM 8GB (2x4GB) SO-DIMM DDR3 1066MHz
312382,2017-01-20,65.99,Completed,57.0,1.0,APP0023,Apple Mac Keyboard Keypad Spanish
312388,2017-01-20,22.98,Completed,20.0,1.0,LEX0037,Lexar JumpDrive USB 3.0 32GB Flash Drive P20
312389,2017-01-20,1998.99,Completed,1730.0,1.0,APP1813,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | 8GB RAM | 256GB PCIe SSD Plata"
312391,2017-01-20,19.97,Completed,17.0,1.0,KUA0019,Support Kukaclip car + Funda iPhone 6 / 6S Black
312391,2017-01-20,19.97,Completed,17.0,1.0,KUA0026,Support Kukaclip car + Funda iPhone 6 / 6S Transparent
312394,2017-01-20,17.98,Completed,16.0,1.0,NTE0028,NewerTech Mini DVI to VGA Adapter
312403,2017-01-20,66.98,Completed,58.0,1.0,SAT0042,Satechi Aluminum HDD Dock Mac
312404,2017-01-20,93.97,Completed,81.0,1.0,WAC0174,Education - Wacom Intuos Photo Creative Pen & Touch S Black
312404,2017-01-20,93.97,Completed,81.0,1.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
312409,2017-01-20,233.71,Completed,202.0,1.0,WDT0243-A,"Open - Western Digital Network PC and Mac 6TB NAS 35 ""hard drive"
312412,2017-01-20,151.98,Completed,132.0,1.0,KIN0163,Kingston SSD Disk 480GB UV400
312414,2017-01-20,77.86,Completed,67.0,1.0,CRU0044-A,Open - Crucial MX300 275GB SSD Disk
312423,2017-01-20,15.98,Completed,14.0,1.0,NTE0027,NewerTech Mini DVI to DVI Adapter
312425,2017-01-20,2780.99,Completed,2406.0,1.0,PAC1044,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash"
312436,2017-01-20,100.92,Completed,87.0,4.0,IFX0016,iFixit Heavy Duty Suction Cups Pack 2 suction cups for iMac
312436,2017-01-20,100.92,Completed,87.0,4.0,IFX0050,iFixit iMac Opening Tool to open iMac Late 2012
312437,2017-01-20,38.24,Completed,33.0,1.0,APP1919,Apple Thunderbolt Adapter 3 / USB-C Thunderbolt 2 White
312438,2017-01-20,76.97,Completed,67.0,1.0,NTE0013,"AdaptaDrive NewerTech adapter 2.5 ""to 3.5"" SATA"
312438,2017-01-20,76.97,Completed,67.0,1.0,OWC0100,OWC In-line Digital Temperature Sensor Kit HDD iMac 2011
312439,2017-01-20,19.98,Completed,17.0,1.0,PUR0150,"Pure Nude Ultraslim 03 ""7/8 Transparent iPhone Case"
312445,2017-01-20,284.98,Completed,247.0,1.0,APP0608,
312452,2017-01-20,41.98,Completed,36.0,1.0,SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold
312453,2017-01-20,41.98,Completed,36.0,1.0,SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold
312454,2017-01-20,53.98,Completed,47.0,1.0,ZAG0019,Zagg Folio Case Color Keyboard Folio iPad Air 2 PÌ¼rpura
312457,2017-01-20,231.96,Completed,201.0,1.0,OWC0153-2,Mac OWC memory 16GB (2x8Gb) SO-DIMM DDR3 1867MHZ
312457,2017-01-20,231.96,Completed,201.0,1.0,APP0343,Apple Thunderbolt Cable 2m White
312457,2017-01-20,231.96,Completed,201.0,1.0,SPE0133,"Speck SeeThru MacBook Pro Retina Clear housing 15 ""transparent"
312462,2017-01-20,23.98,Completed,21.0,1.0,IOT0016,iOttie Easy One Touch XL Car Support iPhone 6 and iPhone 6 Plus
312465,2017-01-20,58.26,Completed,50.0,1.0,CRU0043-A,Open - Memory Crucial 8GB Mac DDR3 SO-DIMM 1867Mhz
312467,2017-01-20,452.74,Completed,392.0,1.0,MOS0193,Moshi iGlaze Armor iPhone 6 / 6S Plus Rose Gold
312467,2017-01-20,452.74,Completed,392.0,1.0,WOE0008,Wowewa Protector Tempered Glass iPhone 6s Plus / 6 Plus
312467,2017-01-20,452.74,Completed,392.0,2.0,BEL0248,Belkin InvisiGlass TrueClear invisible glass Protector iPhone 6s Plus / 6 Plus
312467,2017-01-20,452.74,Completed,392.0,1.0,APP1133,Lightning Dock Apple iPhone Rose Gold
